,hash_id,Vlak,Vecerka,Obchod,Bus,Skola,Skolka,Lekar,Hospoda,Restaurace,Metro,Tram,date_update,building_type,building_condition,building_location,area_net,price_note,energy_efficient_rating,building_floor_type,building_floor,garage,swimming_pool,area_landplot,cellar,house_location,price,lat,lon,locality,region,lat_cen,lon_cen,city_dist
2327,1977611596,1773.0,167.0,2306.0,124.0,1644.0,1674.0,0.0,302.0,1203.0,0.0,0.0,Včera,Cihlová,Dobrý,Klidná část obce,114.0,,G,Přízemní,2 včetně 1 podzemního,1,,391.0,,Samostatný,5260000,50.174767,14.736994,"Káraný, okres Praha-východ",11,50.0875,14.4213889,24.499765079312002
2328,2669802828,2599.0,200.0,0.0,36.0,125.0,791.0,0.0,1449.0,119.0,0.0,0.0,23.01.2024,Cihlová,Ve výstavbě,Klidná část obce,173.0,,B,Přízemní,1,1,,825.0,,Samostatný,16940000,49.986603,14.212687,"Vysoký Újezd, okres Beroun",11,50.0875,14.4213889,18.655885161045028
2329,725873996,4558.0,457.0,0.0,360.0,658.0,400.0,0.0,1606.0,4295.0,0.0,0.0,23.01.2024,Cihlová,Dobrý,Okraj obce,272.0,Cena včetně provize a kompletního právního servisu,G,Patrový,2,,,1025.0,,Samostatný,8490000,49.897469,14.06407,"Suchomasty, okres Beroun",11,50.0875,14.4213889,33.150431463942645
2330,1776534860,2790.0,983.0,2217.0,355.0,1800.0,1406.0,5567.0,467.0,196.0,5302.0,5365.0,23.01.2024,Cihlová,Novostavba,,161.0,,B,Patrový,2,1,,607.0,,,14700000,50.137066,14.308998,"U Kopanského mlýna, Statenice",11,50.0875,14.4213889,9.726560256306643
2331,601942364,944.0,849.0,1616.0,773.0,990.0,434.0,1485.0,1775.0,257.0,0.0,0.0,23.01.2024,Cihlová,Novostavba,,117.0,,C,Patrový,2,,,339.0,,Řadový,12950000,49.975376,14.086205,"Vojáčkova, Beroun",11,50.0875,14.4213889,26.993246323859353
2332,239306060,903.0,1320.0,2406.0,494.0,1309.0,1515.0,2324.0,1024.0,1084.0,4603.0,4098.0,29.01.2024,Smíšená,Před rekonstrukcí,Klidná část obce,100.0,"včetně DPH, včetně poplatků, včetně provize, včetně právního servisu",G,Patrový,,,,916.0,,Rohový,6790000,50.152809,14.405266,"Sedlecká cesta, Zdiby - Brnky",11,50.0875,14.4213889,7.3524427910027335
2333,403948876,4168.0,2897.0,4115.0,193.0,2990.0,3145.0,0.0,2731.0,2401.0,0.0,0.0,23.01.2024,Cihlová,Dobrý,,192.0,,,Přízemní,,,,739.0,,,8500000,49.737438,14.906532,"Ctiboř, okres Benešov",11,50.0875,14.4213889,52.171912549229475
2334,3205743948,3457.0,1985.0,3533.0,89.0,1801.0,1542.0,3201.0,345.0,2751.0,0.0,0.0,25.01.2024,Smíšená,Velmi dobrý,Klidná část obce,215.0,,G,Patrový,3 včetně 1 podzemního,,1.0,939.0,1,Samostatný,14600000,49.953911,13.993001,"Trubská, okres Beroun",11,50.0875,14.4213889,34.019977574781144
2337,201573708,967.0,149.0,2657.0,28.0,240.0,504.0,2004.0,317.0,76.0,0.0,0.0,23.01.2024,Smíšená,Dobrý,,80.0,,D,Patrový,3 včetně 1 podzemního,1,,233.0,10,Řadový,4800000,50.137398,14.061922,"Rakovnická, Kladno - Rozdělov",11,50.0875,14.4213889,26.226250288538672
2338,3650581580,1307.0,983.0,1101.0,22.0,1157.0,726.0,1371.0,346.0,93.0,0.0,0.0,23.01.2024,Cihlová,Velmi dobrý,,175.0,,D,Patrový,2,1,,390.0,,Samostatný,16475000,49.981541,14.65639,"Kriketová, Říčany",11,50.0875,14.4213889,20.507053555844394
2340,570672460,1221.0,1164.0,0.0,126.0,1367.0,1510.0,0.0,1497.0,972.0,0.0,0.0,23.01.2024,Cihlová,V rekonstrukci,Centrum obce,270.0,uvedená cena zahrnuje veškeré poplatky RE/MAX,G,Patrový,2,,,1216.0,,Řadový,4490000,50.099331,15.013242,"Pečky - Velké Chvalovice, okres Kolín",11,50.0875,14.4213889,42.24066323547446
2341,3867309132,1165.0,1603.0,3642.0,270.0,1866.0,846.0,2931.0,1658.0,1261.0,0.0,0.0,23.01.2024,Smíšená,Dobrý,Okraj obce,86.0,,G,Přízemní,1,2,,1837.0,,Samostatný,9300000,49.928986,14.00417,"Králův Dvůr - Levín, okres Beroun",11,50.0875,14.4213889,34.635710449221385
2342,50578764,544.0,126.0,1197.0,50.0,157.0,514.0,478.0,76.0,464.0,0.0,0.0,23.01.2024,Cihlová,Po rekonstrukci,Klidná část obce,93.0,,G,Patrový,2,,,114.0,,Rohový,7990000,50.192749,15.038225,"Park v Kolonii, Nymburk",11,50.0875,14.4213889,45.49057746181205
2343,3776649036,1717.0,234.0,2808.0,154.0,89.0,148.0,0.0,2117.0,636.0,0.0,0.0,23.01.2024,Cihlová,Dobrý,Centrum obce,92.0,"včetně poplatků, včetně provize, včetně právního servisu",G,Přízemní,1,,,474.0,16,Samostatný,5045000,50.052624,15.214065,"U Hlubokého potoka, Kolín - Sendražice",11,50.0875,14.4213889,56.70618748829625
2344,2591208780,2097.0,1503.0,0.0,66.0,1063.0,772.0,0.0,2639.0,1283.0,0.0,0.0,31.01.2024,Cihlová,Velmi dobrý,Klidná část obce,85.0,,G,Patrový,2,,,331.0,,Samostatný,5490000,50.067562,15.054183,"Cerhenice - Cerhýnky, okres Kolín",11,50.0875,14.4213889,45.21005749390409
2345,3927643980,1732.0,256.0,2810.0,137.0,67.0,130.0,0.0,2125.0,662.0,0.0,0.0,23.01.2024,Cihlová,Dobrý,Centrum obce,101.0,"včetně poplatků, včetně provize, včetně právního servisu",G,Přízemní,,1,,474.0,,Samostatný,4415000,50.052784,15.213776,"Hlavní, Kolín - Sendražice",11,50.0875,14.4213889,56.68430156240628
2346,2821965132,3827.0,150.0,0.0,34.0,282.0,522.0,0.0,3673.0,0.0,0.0,0.0,29.01.2024,Smíšená,Dobrý,Okraj obce,85.0,,E,Patrový,3 včetně 1 podzemního,,,2242.0,1,Samostatný,5690000,49.811554,15.353104,"Zbýšov, okres Kutná Hora",11,50.0875,14.4213889,73.3858090133015
2347,4001797452,3330.0,239.0,4675.0,219.0,494.0,210.0,4069.0,2641.0,330.0,0.0,0.0,29.01.2024,Cihlová,Velmi dobrý,,230.0,"včetně poplatků, včetně provize, včetně právního servisu",G,Patrový,2 včetně 1 podzemního,1,,413.0,1,Samostatný,5990000,50.16885,14.05181,"Husova, Libušín",11,50.0875,14.4213889,27.85470972593141
2348,1401988428,236.0,650.0,0.0,591.0,1317.0,383.0,0.0,381.0,516.0,0.0,0.0,24.01.2024,Cihlová,Před rekonstrukcí,Klidná část obce,165.0,,G,Patrový,2,1,,895.0,1,Samostatný,6300000,49.738411,15.107288,"V Paloukách, Zruč nad Sázavou",11,50.0875,14.4213889,62.60031425612923
2349,2932376908,0.0,3959.0,0.0,45.0,4123.0,3330.0,0.0,2028.0,1357.0,0.0,0.0,24.01.2024,Smíšená,Před rekonstrukcí,,90.0,,G,Přízemní,1,1,,895.0,1,Řadový,4499000,49.95573,14.955701,"Malotice - Lhotky, okres Kolín",11,50.0875,14.4213889,40.887971305789975
2350,322159948,547.0,48.0,0.0,22.0,136.0,136.0,0.0,156.0,90.0,0.0,0.0,23.01.2024,Cihlová,Ve výstavbě,Klidná část obce,89.0,,G,Patrový,3 včetně 1 podzemního,,,1352.0,,Samostatný,2600000,50.097939,13.470945,"Plzeňská, Jesenice",11,50.0875,14.4213889,67.81108849579236
2351,3995858252,0.0,5515.0,0.0,1327.0,5427.0,5495.0,0.0,3363.0,1331.0,0.0,0.0,24.01.2024,Smíšená,Velmi dobrý,Klidná část obce,110.0,,G,Přízemní,1,,,537.0,,Samostatný,4500000,49.660629,15.097215,"Loket - Kačerov, okres Benešov",11,50.0875,14.4213889,67.81216618173163
2352,3093022028,2680.0,2197.0,0.0,147.0,212.0,199.0,0.0,2379.0,2202.0,0.0,0.0,Včera,Cihlová,Po rekonstrukci,Klidná část obce,200.0,"včetně provize, včetně právního servisu",D,Patrový,2,,,1169.0,6,Samostatný,7500000,50.167282,14.93822,"Hradištko, okres Nymburk",11,50.0875,14.4213889,37.895325403416976
2353,3754353996,4089.0,141.0,0.0,180.0,488.0,488.0,0.0,612.0,204.0,0.0,0.0,23.01.2024,Smíšená,Dobrý,Klidná část obce,80.0,,G,Přízemní,1,1,,564.0,,Samostatný,4190000,50.32962,14.865653,"Rudé armády, Brodce",11,50.0875,14.4213889,41.52545063909003
2354,70120780,460.0,1296.0,0.0,125.0,3311.0,1342.0,0.0,112.0,967.0,0.0,0.0,29.01.2024,Cihlová,Ve výstavbě,Okraj obce,144.0,,A,Přízemní,1,,,817.0,,Samostatný,8250000,49.97242,15.143948,"Kořenice, okres Kolín",11,50.0875,14.4213889,53.174922119925206
2355,2308611676,1419.0,567.0,1068.0,673.0,476.0,787.0,0.0,544.0,620.0,0.0,0.0,23.01.2024,Cihlová,Novostavba,Klidná část obce,130.0,"konečná cena ""na klíč"" včetně DPH a pozemku",C,Patrový,,,,862.0,,Samostatný,10281973,49.960735,15.266887,"Švestková, Kutná Hora",11,50.0875,14.4213889,62.0239590369203
2356,3671643468,1136.0,204.0,1605.0,185.0,156.0,65.0,908.0,386.0,346.0,0.0,0.0,23.01.2024,Cihlová,Velmi dobrý,Klidná část obce,90.0,"včetně DPH, včetně poplatků, včetně provize, včetně právního servisu",G,Patrový,,,,111.0,,Řadový,8300000,49.941521,14.024737,"Nová, Králův Dvůr - Počaply",11,50.0875,14.4213889,32.66111048976748
2357,1105720652,943.0,1356.0,2361.0,528.0,1350.0,1496.0,2294.0,1065.0,1123.0,4569.0,4070.0,23.01.2024,Cihlová,Velmi dobrý,Klidná část obce,177.0,Včetně právních služeb a provize,G,Patrový,2,,,477.0,,Samostatný,12900000,50.152424,14.405246,"Sedlecká cesta, Zdiby - Brnky",11,50.0875,14.4213889,7.3103873307393945
2358,3593679948,4481.0,45.0,0.0,40.0,311.0,74.0,0.0,0.0,20.0,0.0,0.0,23.01.2024,Cihlová,Novostavba,,270.0,"více na : www.rddivisov.cz  (cena vč. zajištění hypotéky, právního servisu)",A,Přízemní,1,1,,873.0,30,Samostatný,11100000,49.791351,14.86907,"Divišov, okres Benešov",11,50.0875,14.4213889,45.94379561923676
2359,925091148,0.0,182.0,0.0,226.0,256.0,336.0,0.0,1818.0,2011.0,0.0,0.0,23.01.2024,Cihlová,Dobrý,,206.0,,,Patrový,,,,962.0,,,3230000,49.688202,14.975566,"Zdislavice, okres Benešov",11,50.0875,14.4213889,59.56138408076815
2360,1922020684,4052.0,2637.0,4398.0,748.0,3148.0,3656.0,4495.0,3153.0,2432.0,0.0,0.0,23.01.2024,Cihlová,Po rekonstrukci,Polosamota,378.0,,G,Patrový,2 včetně 1 podzemního,1,,1374.0,18,Samostatný,7200000,49.66011,14.058079,"Příbram - Jesenice, okres Příbram",11,50.0875,14.4213889,54.18787482345493
2361,967034188,986.0,1650.0,3672.0,378.0,1930.0,941.0,2951.0,1722.0,1228.0,0.0,0.0,23.01.2024,Cihlová,Novostavba,Klidná část obce,190.0,,B,Patrový,3,1,,810.0,,Samostatný,21250000,49.92683,14.006827,"Větrná, Králův Dvůr - Levín",11,50.0875,14.4213889,34.59615631937746
2362,2366145868,357.0,161.0,2052.0,230.0,311.0,270.0,0.0,2576.0,161.0,0.0,0.0,22.01.2024,Cihlová,Dobrý,Klidná část obce,240.0,včetně provize a právního servisu,G,Patrový,3 včetně 1 podzemního,2,,853.0,1,Samostatný,14999000,50.091236,14.213272,"B. Smetany, Jeneč",11,50.0875,14.4213889,14.853234368223658
2363,4233348428,5737.0,2959.0,0.0,117.0,3006.0,2927.0,0.0,172.0,3399.0,0.0,0.0,22.01.2024,Dřevěná,Novostavba,Klidná část obce,24.0,"4500000,-Kč, cena k jednání",G,Přízemní,,,,1000.0,,Samostatný,4500000,50.576908,14.971388,"Chocnějovice, okres Mladá Boleslav",11,50.0875,14.4213889,66.97364306295931
2364,1808307532,923.0,481.0,0.0,304.0,881.0,3586.0,0.0,692.0,368.0,0.0,0.0,22.01.2024,Smíšená,Velmi dobrý,,107.0,,G,Přízemní,,,,232.0,16,Samostatný,3970000,50.034496,13.931652,"Sýkořice, okres Rakovník",11,50.0875,14.4213889,35.45264173746565
2367,1393808716,2850.0,596.0,4705.0,451.0,1111.0,1111.0,0.0,968.0,340.0,0.0,5415.0,22.01.2024,Cihlová,Novostavba,Klidná část obce,148.0,,C,Patrový,2,,,449.0,,Řadový,13890000,50.146309,14.337511,"Ke Kříži, Statenice - Černý Vůl",11,50.0875,14.4213889,8.861660141631749
2369,3668555084,0.0,467.0,2053.0,305.0,1398.0,322.0,4192.0,1820.0,315.0,0.0,6160.0,22.01.2024,Cihlová,Dobrý,Klidná část obce,218.0,Včetně provize a právních služeb,G,Patrový,2,1,1.0,989.0,73,Samostatný,13900000,49.970165,14.517721,"Svornosti, Jesenice",11,50.0875,14.4213889,14.750465474224827
2371,3740124492,1659.0,965.0,917.0,34.0,929.0,131.0,0.0,125.0,587.0,0.0,0.0,22.01.2024,Cihlová,V rekonstrukci,Klidná část obce,125.0,,,Patrový,2,,,185.0,,V bloku,11950000,50.142803,15.102946,"Poděbrady - Polabec, okres Nymburk",11,50.0875,14.4213889,48.984672684694154
2372,1970521420,2439.0,134.0,4054.0,83.0,1305.0,279.0,3344.0,3249.0,128.0,0.0,0.0,22.01.2024,Cihlová,Novostavba,Centrum obce,175.0,,A,Patrový,2,1,,460.0,,V bloku,13490000,49.943218,14.430387,"Nad Školou, Ohrobec",11,50.0875,14.4213889,16.056303753690557
2373,3623871820,1726.0,988.0,1891.0,27.0,518.0,961.0,5754.0,961.0,882.0,0.0,5967.0,22.01.2024,Cihlová,Ve výstavbě,Klidná část obce,353.0,včetně provize a právního servisu,G,Patrový,2,1,,932.0,,Samostatný,27990000,50.169804,14.537553,"Veleň - Mírovice, okres Praha-východ",11,50.0875,14.4213889,12.341911116966648
2374,3070883148,1799.0,374.0,0.0,598.0,398.0,438.0,0.0,2744.0,618.0,0.0,0.0,22.01.2024,Cihlová,Po rekonstrukci,Klidná část obce,271.0,včetně provize a právního servisu,C,Patrový,4 včetně 1 podzemního,1,1.0,1141.0,1,Řadový,10989000,50.132618,13.9869,"Na Hradčanech, Tuchlovice",11,50.0875,14.4213889,31.387315500796728
2375,4133733708,175.0,1539.0,0.0,77.0,1647.0,2116.0,0.0,1401.0,1891.0,0.0,0.0,31.01.2024,Cihlová,Dobrý,Klidná část obce,350.0,,,Patrový,2. podlaží z celkem 3 včetně 1 podzemního,1,,343.0,1,Samostatný,6990000,49.896324,15.054093,"Vavřinec - Chmeliště, okres Kutná Hora",11,50.0875,14.4213889,49.976203309190005
2376,1973675340,0.0,2117.0,0.0,116.0,4686.0,1128.0,0.0,0.0,1869.0,0.0,0.0,22.01.2024,Dřevěná,Velmi dobrý,Okraj obce,53.0,,C,Přízemní,1,,,722.0,,Samostatný,5100000,49.770405,14.352426,"Chotilsko, okres Příbram",11,50.0875,14.4213889,35.60322593976755
2377,1183176012,3051.0,246.0,4290.0,173.0,261.0,255.0,0.0,211.0,370.0,0.0,0.0,22.01.2024,Smíšená,Před rekonstrukcí,Klidná část obce,80.0,,G,Přízemní,1,,,412.0,,Samostatný,2195000,50.164165,14.871472,"Semice, okres Nymburk",11,50.0875,14.4213889,33.19839340267453
2378,4092023884,0.0,796.0,1997.0,750.0,1021.0,809.0,4550.0,1799.0,921.0,0.0,0.0,23.01.2024,Cihlová,Velmi dobrý,Klidná část obce,250.0,včetně provize a právního servisu,G,Patrový,2,1,1.0,2762.0,1,Samostatný,37500000,49.974552,14.522149,"Borová, Jesenice",11,50.0875,14.4213889,14.475272566648295
2379,349226060,110.0,504.0,0.0,121.0,592.0,2695.0,0.0,1068.0,433.0,0.0,0.0,Včera,Cihlová,Velmi dobrý,Klidná část obce,226.0,včetně provize RK,,Patrový,3 včetně 1 podzemního,,,2051.0,,Samostatný,6490000,50.036705,13.918291,"Zbečno - Újezd nad Zbečnem, okres Rakovník",11,50.0875,14.4213889,36.35368453212176
2380,699192652,852.0,340.0,0.0,271.0,3494.0,212.0,0.0,383.0,1957.0,0.0,0.0,22.01.2024,Cihlová,Před rekonstrukcí,Klidná část obce,84.0,,G,Přízemní,1,,,1084.0,,Samostatný,4995000,50.123081,15.24586,"Dlouhá, Sány",11,50.0875,14.4213889,58.932339545175054
2381,849134924,630.0,443.0,0.0,448.0,484.0,740.0,4312.0,943.0,740.0,0.0,0.0,23.01.2024,Cihlová,Před rekonstrukcí,Klidná část obce,213.0,"orientační, prodej nejvyšší nabídce",G,Patrový,,1,,886.0,,Samostatný,12000000,49.951122,14.325848,"Na Marsu, Černošice",11,50.0875,14.4213889,16.63002392964716
2382,3641804108,4243.0,474.0,3620.0,474.0,629.0,438.0,4524.0,575.0,564.0,4449.0,4476.0,22.01.2024,Cihlová,Dobrý,Klidná část obce,240.0,,G,Patrový,3 včetně 1 podzemního,,,820.0,,Samostatný,10950000,50.134586,14.32988,"Výstavby, Horoměřice",11,50.0875,14.4213889,8.366262138649564
2383,27051340,2888.0,1081.0,0.0,249.0,2005.0,1774.0,0.0,225.0,1743.0,0.0,0.0,Včera,Cihlová,Velmi dobrý,Klidná část obce,114.0,,B,Patrový,2,,,142.0,,Řadový,11329999,50.20076,14.409197,"Na Vinici, Vodochody - Hoštice",11,50.0875,14.4213889,12.623868931088419
2385,713868620,733.0,270.0,855.0,168.0,686.0,561.0,0.0,473.0,292.0,0.0,0.0,24.01.2024,Cihlová,Velmi dobrý,Klidná část obce,150.0,včetně provize,G,Patrový,3 včetně 1 podzemního,,,597.0,70,Samostatný,9890000,50.037277,15.199819,"Zličská, Kolín - Kolín V",11,50.0875,14.4213889,55.84550846431537
2386,3339973964,292.0,200.0,0.0,242.0,212.0,566.0,0.0,1957.0,230.0,0.0,0.0,30.01.2024,Cihlová,Dobrý,,53.0,"včetně DPH, včetně poplatků, včetně provize, včetně právního servisu",G,Patrový,,1,,766.0,1,Samostatný,8990000,49.946236,14.677547,"Aloise Nováka, Strančice",11,50.0875,14.4213889,24.11872758543079
2387,232117580,1246.0,118.0,0.0,30.0,181.0,177.0,0.0,2879.0,187.0,0.0,0.0,22.01.2024,Smíšená,Novostavba,Klidná část obce,123.0,,G,Přízemní,1,,,789.0,,Samostatný,7490000,49.670578,14.634401,"Olbramovice - Olbramovice Ves, okres Benešov",11,50.0875,14.4213889,48.80752910955222
2388,1034417484,1910.0,994.0,0.0,329.0,1142.0,1191.0,0.0,1618.0,3035.0,0.0,0.0,22.01.2024,Cihlová,Velmi dobrý,Klidná část obce,101.0,,B,Přízemní,1,,,921.0,,Samostatný,11800000,49.970795,15.206179,"Na Vyhlídce, Červené Pečky",11,50.0875,14.4213889,57.54075999074084
2389,3744961868,1558.0,54.0,0.0,52.0,1747.0,1747.0,0.0,2427.0,101.0,0.0,0.0,22.01.2024,Cihlová,Novostavba,Centrum obce,127.0,,B,Přízemní,2,,,484.0,,Řadový,13700000,50.243137,14.656332,"Lhota, okres Praha-východ",11,50.0875,14.4213889,24.073793661021018
2390,1088464204,1065.0,1299.0,3745.0,388.0,1008.0,977.0,3116.0,395.0,822.0,5538.0,4707.0,22.01.2024,Smíšená,Velmi dobrý,,246.0,"vč. provize, úschovy kupní ceny a právních služeb",C,Patrový,2 včetně 1 podzemního,1,1.0,2061.0,66,Samostatný,20590000,50.165054,14.41076,"K Přívozu, Zdiby - Přemyšlení",11,50.0875,14.4213889,8.656834411527456
2391,1153221964,3136.0,2041.0,0.0,294.0,2524.0,2494.0,0.0,2735.0,2024.0,0.0,0.0,29.01.2024,Smíšená,Před rekonstrukcí,Klidná část obce,166.0,,G,Přízemní,2 včetně 1 podzemního,1,,2835.0,,Samostatný,3470000,50.269447,15.095423,"Křinec - Mečíř, okres Nymburk",11,50.0875,14.4213889,52.086793006221875
2394,1348195404,332.0,438.0,0.0,195.0,639.0,4419.0,0.0,840.0,249.0,0.0,0.0,22.01.2024,Smíšená,Dobrý,Klidná část obce,140.0,vč právních služeb,,Patrový,,,,821.0,1,,3960000,49.871643,14.896736,"Sázava, okres Benešov",11,50.0875,14.4213889,41.61005690119107
2395,1662297420,0.0,354.0,5330.0,222.0,116.0,1241.0,5096.0,324.0,998.0,0.0,0.0,22.01.2024,Cihlová,Velmi dobrý,Klidná část obce,300.0,,D,Patrový,2,1,,1464.0,1,Samostatný,16999900,49.933979,14.509002,"Sportovní, Psáry",11,50.0875,14.4213889,18.182608325344606
2396,1096607052,2128.0,134.0,0.0,197.0,965.0,995.0,1767.0,1887.0,306.0,0.0,0.0,22.01.2024,Cihlová,V rekonstrukci,Klidná část obce,150.0,"včetně provize RK, právního a hypotečního servisu",,Patrový,2,12,,760.0,,Samostatný,13390000,50.104294,14.676722,"K Zemance, Šestajovice",11,50.0875,14.4213889,18.30890669743336
2397,3682698572,1381.0,602.0,0.0,390.0,629.0,640.0,0.0,4132.0,568.0,0.0,0.0,22.01.2024,Cihlová,Velmi dobrý,,255.0,"měsíční náklady cca 10.000,-Kč",G,Přízemní,2,1,,1606.0,80,Samostatný,22000000,49.924549,14.646159,"Husova, Velké Popovice",11,50.0875,14.4213889,24.214470240330893
2399,3584869708,1855.0,943.0,4251.0,529.0,818.0,562.0,4986.0,712.0,2426.0,0.0,0.0,23.01.2024,Cihlová,Ve výstavbě,Okraj obce,196.0,"včetně odměny, právních služeb a vyřízení hypotečního úvěru",G,Přízemní,1,,,1964.0,,Samostatný,9390000,50.185123,14.146989,"Pod Studánkou, Brandýsek - Olšany",11,50.0875,14.4213889,22.367611737313037
2400,1855583564,2923.0,284.0,3382.0,127.0,908.0,908.0,0.0,3053.0,2214.0,0.0,0.0,22.01.2024,Cihlová,Po rekonstrukci,Klidná část obce,230.0,,,Patrový,3,,,500.0,,Samostatný,14900000,50.182919,14.587191,"Brázdim, okres Praha-východ",11,50.0875,14.4213889,15.881520703208778
2402,702334284,1579.0,210.0,0.0,101.0,514.0,249.0,0.0,194.0,219.0,0.0,0.0,26.01.2024,Smíšená,Velmi dobrý,Klidná část obce,158.0,,G,Patrový,2,1,,456.0,1,Řadový,7500000,50.148499,13.903355,"Křivoklátská, Nové Strašecí",11,50.0875,14.4213889,37.552918844901356
2404,4008699212,2157.0,825.0,0.0,76.0,2082.0,2082.0,0.0,371.0,780.0,0.0,0.0,23.01.2024,Cihlová,Novostavba,Okraj obce,126.0,,B,Patrový,2,,,495.0,,Samostatný,11490000,49.900852,14.343248,"Klínec, okres Praha-západ",11,50.0875,14.4213889,21.492839556738563
2406,3865478476,3420.0,763.0,0.0,251.0,190.0,1046.0,0.0,247.0,774.0,0.0,0.0,24.01.2024,Cihlová,Novostavba,,161.0,plus provize RK ,B,Patrový,2,,,720.0,,V bloku,8990000,50.326996,14.855977,"Horky nad Jizerou, okres Mladá Boleslav",11,50.0875,14.4213889,40.81329261789385
2407,2514273612,3443.0,184.0,0.0,208.0,325.0,325.0,0.0,1981.0,3130.0,0.0,0.0,31.01.2024,Cihlová,K demolici,,80.0,"včetně provize, včetně právního servisu, cena k jednání",G,Patrový,,,,187.0,,Samostatný,1060000,50.299141,14.202767,"Černuc, okres Kladno",11,50.0875,14.4213889,28.213951300785975
2408,2144126284,1597.0,777.0,5330.0,42.0,442.0,442.0,0.0,739.0,747.0,5661.0,0.0,22.01.2024,Cihlová,Před rekonstrukcí,Rušná část obce,500.0,"vč. realitního, hypotečního a advokátní úschovy kupní ceny.",E,Patrový,2,1,,394.0,,V bloku,9490000,50.014004,14.241096,"Karlštejnská, Tachlovice",11,50.0875,14.4213889,15.247819569628577
2409,2605824348,1432.0,772.0,2025.0,139.0,1393.0,1087.0,1935.0,749.0,104.0,0.0,0.0,22.01.2024,Cihlová,Ve výstavbě,,112.0,,C,Přízemní,,,,848.0,,Samostatný,9800000,50.178089,15.015973,"Drahelická, Nymburk",11,50.0875,14.4213889,43.56074923115262
2410,2978473292,4011.0,1076.0,0.0,958.0,568.0,818.0,0.0,460.0,838.0,0.0,0.0,22.01.2024,Cihlová,Novostavba,,116.0,,B,Přízemní,1,,,449.0,,Samostatný,11990000,50.107601,14.85585,"Kounice, okres Nymburk",11,50.0875,14.4213889,31.070387497973627
2411,261502028,5707.0,816.0,1129.0,30.0,1189.0,1045.0,0.0,1605.0,758.0,0.0,0.0,30.01.2024,Cihlová,Novostavba,Klidná část obce,150.0,Dokončený zkolaudovaný dům.,B,Patrový,2,,,429.0,,Rohový,9900000,49.982216,14.739208,"Mukařov - Srbín, okres Praha-východ",11,50.0875,14.4213889,25.54062049383126
2412,2546668620,0.0,779.0,0.0,393.0,2862.0,1031.0,0.0,2274.0,724.0,0.0,0.0,26.01.2024,Cihlová,Dobrý,Klidná část obce,160.0,Po prohlídce lze o ceně jednat.,G,Patrový,2,1,,1478.0,30,Samostatný,12400000,49.967945,14.819752,"Zahradní, Jevany",11,50.0875,14.4213889,31.408521792287505
2413,3533423948,2088.0,1076.0,2411.0,363.0,1349.0,1266.0,2502.0,1086.0,1042.0,0.0,0.0,22.01.2024,Cihlová,Novostavba,Okraj obce,108.0,"Vč. provize a právních služeb, dokončený RD",B,Patrový,2,,,272.0,,Řadový,11890000,50.002243,14.69238,"Nad Lesem, Říčany - Strašín",11,50.0875,14.4213889,21.548338023044344
2414,1221391692,688.0,1386.0,3024.0,442.0,2094.0,2194.0,2410.0,419.0,1408.0,0.0,0.0,22.01.2024,Cihlová,Novostavba,Centrum obce,133.0,,B,Patrový,1,,,440.0,,Řadový,7990000,50.210907,15.021646,"Dvory - Veleliby, okres Nymburk",11,50.0875,14.4213889,44.91716565758588
